CommonID,sorghum3,maize4,paspalum3,subgenome
gene21629,Sobic.006G083700,Zm00001d025430,Pavagv31032257m,maize2
gene21630,Sobic.006G083800,Zm00001d025431,Pavagv31032258m,maize2
gene21631,Sobic.006G084000,Zm00001d025433,Pavagv31032263m,maize2
gene21632,Sobic.006G084100,Zm00001d025434,Pavagv31032264m,maize2
gene21633,Sobic.006G084500,Zm00001d025435,Pavagv31032270m,maize2
gene21634,Sobic.006G084600,Zm00001d025437,Pavagv31032272m,maize2
gene21635,Sobic.006G085500,Zm00001d025444,Pavagv31032282m,maize2
gene21636,Sobic.006G085601,Zm00001d025445,Pavagv31032283m,maize2
gene21637,Sobic.006G085800,Zm00001d025446,Pavagv31032286m,maize2
gene21638,Sobic.006G085900,Zm00001d025463,Pavagv31032287m,maize2
gene21639,Sobic.006G086100,Zm00001d025447,Pavagv31032289m,maize2
gene21640,Sobic.006G086500,Zm00001d025449,Pavagv31032291m,maize2
gene21641,Sobic.006G087100,Zm00001d025450,Pavagv31032301m,maize2
gene21642,Sobic.006G087400,Zm00001d025452,Pavagv31032305m,maize2
gene21643,Sobic.006G088000,Zm00001d025453,Pavagv31032309m,maize2
gene21644,Sobic.006G088100,Zm00001d025460,Pavagv31032312m,maize2
gene21645,Sobic.006G088200,Zm00001d025461,Pavagv31032317m,maize2
gene21646,Sobic.006G089000,Zm00001d025462,Pavagv31032334m,maize2
gene21647,Sobic.006G089700,Zm00001d025467,Pavagv31032345m,maize2
gene21648,Sobic.006G089900,Zm00001d025468,Pavagv31032349m,maize2
gene21649,Sobic.006G090000,Zm00001d025469,Pavagv31032350m,maize2
gene21650,Sobic.006G090100,Zm00001d025470,Pavagv31032352m,maize2
gene21651,Sobic.006G090300,Zm00001d025472,Pavagv31032353m,maize2
gene21652,Sobic.006G090400,Zm00001d025472,Pavagv31032353m,maize2
gene21653,Sobic.006G090500,Zm00001d025474,Pavagv31032355m,maize2
gene21654,Sobic.006G090900,Zm00001d025475,Pavagv31032358m,maize2
gene21655,Sobic.006G091100,Zm00001d025476,Pavagv31032361m,maize2
gene21656,Sobic.006G091200,Zm00001d025477,Pavagv31032363m,maize2
gene21657,Sobic.006G091500,Zm00001d025479,Pavagv31032367m,maize2
gene21658,Sobic.006G092100,Zm00001d025483,Pavagv31032375m,maize2
gene21659,Sobic.006G092300,Zm00001d025485,Pavagv31032381m,maize2
gene21660,Sobic.006G092500,Zm00001d025490,Pavagv31032386m,maize2
gene21661,Sobic.006G093000,Zm00001d025489,Pavagv31032391m,maize2
gene21662,Sobic.006G093200,Zm00001d025504,Pavagv31032396m,maize2
gene21663,Sobic.006G093500,Zm00001d025508,Pavagv31032399m,maize2
gene21664,Sobic.006G093900,Zm00001d025509,Pavagv31032402m,maize2
gene21665,Sobic.006G094100,Zm00001d025513,Pavagv31032406m,maize2
gene21666,Sobic.006G094500,Zm00001d025514,Pavagv31032410m,maize2
gene21667,Sobic.006G094600,Zm00001d025517,Pavagv31032412m,maize2
gene21668,Sobic.006G094800,Zm00001d025518,Pavagv31032413m,maize2
gene21669,Sobic.006G094900,Zm00001d025519,Pavagv31032429m,maize2
gene21670,Sobic.006G095000,Zm00001d025520,Pavagv31032430m,maize2
gene21671,Sobic.006G095400,Zm00001d025522,Pavagv31032435m,maize2
gene21672,Sobic.006G095600,Zm00001d025524,Pavagv31032437m,maize2
gene21673,Sobic.006G095800,Zm00001d025528,Pavagv31032442m,maize2
gene21674,Sobic.006G096000,Zm00001d025528,Pavagv31032443m,maize2
gene21675,Sobic.006G096100,Zm00001d025533,Pavagv31032445m,maize2
gene21676,Sobic.006G096200,Zm00001d025528,Pavagv31032443m,maize2
gene21677,Sobic.006G096300,Zm00001d025528,Pavagv31032442m,maize2
gene21678,Sobic.006G096400,Zm00001d025533,Pavagv31032445m,maize2
gene21679,Sobic.006G096600,Zm00001d025534,Pavagv31032449m,maize2
gene21680,Sobic.006G096900,Zm00001d025538,Pavagv31032454m,maize2
gene21681,Sobic.006G097000,Zm00001d025541,Pavagv31032455m,maize2
gene21682,Sobic.006G097200,Zm00001d025542,Pavagv31032460m,maize2
gene21683,Sobic.006G097500,Zm00001d025545,Pavagv31032464m,maize2
gene21684,Sobic.006G097900,Zm00001d025547,Pavagv31032468m,maize2
gene21685,Sobic.006G098100,Zm00001d025548,Pavagv31032469m,maize2
gene21686,Sobic.006G098300,Zm00001d025549,Pavagv31032471m,maize2
gene21687,Sobic.006G098400,Zm00001d025549,Pavagv31032472m,maize2
gene21688,Sobic.006G098500,Zm00001d025551,Pavagv31032473m,maize2
gene21689,Sobic.006G098600,Zm00001d025558,Pavagv31032474m,maize2
gene21690,Sobic.006G100332,Zm00001d025566,Pavagv31032481m,maize2
gene21691,Sobic.006G100400,Zm00001d025566,Pavagv31032483m,maize2
gene21692,Sobic.006G100501,Zm00001d025567,Pavagv31032487m,maize2
gene21693,Sobic.006G100700,Zm00001d025568,Pavagv31032494m,maize2
gene21694,Sobic.006G101700,Zm00001d025570,Pavagv31032510m,maize2
gene21695,Sobic.006G101800,Zm00001d025575,Pavagv31032516m,maize2
gene21696,Sobic.006G101900,Zm00001d025572,Pavagv31032519m,maize2
gene21697,Sobic.006G102300,Zm00001d025573,Pavagv31032521m,maize2
gene21698,Sobic.006G102400,Zm00001d025573,Pavagv31032521m,maize2
gene21699,Sobic.006G102500,Zm00001d025572,Pavagv31032532m,maize2
gene21700,Sobic.006G102800,Zm00001d025572,Pavagv31032534m,maize2
gene21701,Sobic.006G102900,Zm00001d025571,Pavagv31032535m,maize2
gene21702,Sobic.006G103000,Zm00001d025576,Pavagv31032541m,maize2
gene21703,Sobic.006G103100,Zm00001d025577,Pavagv31032542m,maize2
gene21704,Sobic.006G104400,Zm00001d025579,Pavagv31032553m,maize2
gene21705,Sobic.006G104500,Zm00001d025580,Pavagv31032554m,maize2
gene21706,Sobic.006G104600,Zm00001d025581,Pavagv31032555m,maize2
gene21707,Sobic.006G104700,Zm00001d025586,Pavagv31032559m,maize2
gene21708,Sobic.006G104800,Zm00001d025584,Pavagv31032561m,maize2
gene21709,Sobic.006G104900,Zm00001d025586,Pavagv31032563m,maize2
gene21710,Sobic.006G105000,Zm00001d025586,Pavagv31032564m,maize2
gene21711,Sobic.006G105100,Zm00001d025586,Pavagv31032564m,maize2
gene21712,Sobic.006G105200,Zm00001d025586,Pavagv31032564m,maize2
gene21713,Sobic.006G105300,Zm00001d025587,Pavagv31032565m,maize2
gene21714,Sobic.006G105500,Zm00001d025588,Pavagv31032566m,maize2
gene21715,Sobic.006G105600,Zm00001d025590,Pavagv31032567m,maize2
gene21716,Sobic.006G105900,Zm00001d025599,Pavagv31032569m,maize2
gene21717,Sobic.006G106300,Zm00001d025611,Pavagv31032572m,maize2
gene21718,Sobic.006G106900,Zm00001d025613,Pavagv31032588m,maize2
gene21719,Sobic.006G107600,Zm00001d025616,Pavagv31032597m,maize2
gene21720,Sobic.006G108400,Zm00001d025617,Pavagv31032617m,maize2
gene21721,Sobic.006G108600,Zm00001d025619,Pavagv31032619m,maize2
gene21722,Sobic.006G108700,Zm00001d025621,Pavagv31032620m,maize2
gene21723,Sobic.006G108832,Zm00001d025622,Pavagv31032621m,maize2
gene21724,Sobic.006G109000,Zm00001d025623,Pavagv31032624m,maize2
gene21725,Sobic.006G109200,Zm00001d025624,Pavagv31032627m,maize2
gene21726,Sobic.006G109400,Zm00001d025625,Pavagv31032629m,maize2
gene21727,Sobic.006G109500,Zm00001d025626,Pavagv31032630m,maize2
gene21728,Sobic.006G109700,Zm00001d025628,Pavagv31032631m,maize2
gene21729,Sobic.006G110200,Zm00001d025629,Pavagv31032635m,maize2
gene21730,Sobic.006G110300,Zm00001d025639,Pavagv31032636m,maize2
gene21731,Sobic.006G110900,Zm00001d025640,Pavagv31032640m,maize2
gene21732,Sobic.006G111700,Zm00001d025644,Pavagv31032656m,maize2
gene21733,Sobic.006G112000,Zm00001d025645,Pavagv31032660m,maize2
gene21734,Sobic.006G112100,Zm00001d025646,Pavagv31032661m,maize2
gene21735,Sobic.006G112300,Zm00001d025650,Pavagv31032664m,maize2
gene21736,Sobic.006G112500,Zm00001d025651,Pavagv31032665m,maize2
gene21737,Sobic.006G112600,Zm00001d025652,Pavagv31032666m,maize2
gene21738,Sobic.006G112700,Zm00001d025653,Pavagv31032667m,maize2
gene21739,Sobic.006G113200,Zm00001d025654,Pavagv31032671m,maize2
gene21740,Sobic.006G113400,Zm00001d025654,Pavagv31032671m,maize2
gene21741,Sobic.006G113500,Zm00001d025654,Pavagv31032675m,maize2
gene21742,Sobic.006G113700,Zm00001d025654,Pavagv31032675m,maize2
gene21743,Sobic.006G113800,Zm00001d025654,Pavagv31032672m,maize2
gene21744,Sobic.006G113900,Zm00001d025654,Pavagv31032675m,maize2
gene21745,Sobic.006G114200,Zm00001d025654,Pavagv31032676m,maize2
gene21746,Sobic.006G114300,Zm00001d025656,Pavagv31032681m,maize2
gene21747,Sobic.006G114400,Zm00001d025657,Pavagv31032711m,maize2
gene21748,Sobic.006G114700,Zm00001d025659,Pavagv31032714m,maize2
gene21749,Sobic.006G114800,Zm00001d025660,Pavagv31032716m,maize2
gene21750,Sobic.006G114900,Zm00001d025662,Pavagv31032717m,maize2
gene21751,Sobic.006G115100,Zm00001d025663,Pavagv31032719m,maize2
gene21752,Sobic.006G115200,Zm00001d025664,Pavagv31032720m,maize2
gene21753,Sobic.006G115300,Zm00001d025665,Pavagv31032723m,maize2
gene21754,Sobic.006G115400,Zm00001d025666,Pavagv31032724m,maize2
gene21755,Sobic.006G115466,Zm00001d025667,Pavagv31032726m,maize2
gene21756,Sobic.006G115600,Zm00001d025668,Pavagv31032728m,maize2
gene21757,Sobic.006G115700,Zm00001d025669,Pavagv31032730m,maize2
gene21758,Sobic.006G115800,Zm00001d025672,Pavagv31032733m,maize2
gene21759,Sobic.006G116000,Zm00001d025670,Pavagv31032734m,maize2
gene21760,Sobic.006G116100,Zm00001d025673,Pavagv31032736m,maize2
gene21761,Sobic.006G116200,Zm00001d025674,Pavagv31032737m,maize2
gene21762,Sobic.006G116300,Zm00001d025675,Pavagv31032738m,maize2
gene21763,Sobic.006G118700,Zm00001d025679,Pavagv31032763m,maize2
gene21764,Sobic.006G118900,Zm00001d025679,Pavagv31032764m,maize2
gene21765,Sobic.006G119800,Zm00001d025681,Pavagv31032777m,maize2
gene21766,Sobic.006G120301,Zm00001d025684,Pavagv31032783m,maize2
gene21767,Sobic.006G120400,Zm00001d025684,Pavagv31032783m,maize2
gene21768,Sobic.006G120600,Zm00001d025687,Pavagv31032794m,maize2
gene21769,Sobic.006G120800,Zm00001d025689,Pavagv31032796m,maize2
gene21770,Sobic.006G120900,Zm00001d025690,Pavagv31032798m,maize2
gene21771,Sobic.006G121100,Zm00001d025692,Pavagv31032801m,maize2
gene21772,Sobic.006G121400,Zm00001d025694,Pavagv31032805m,maize2
gene21773,Sobic.006G122100,Zm00001d025695,Pavagv31032811m,maize2
gene21774,Sobic.006G122200,Zm00001d025696,Pavagv31032812m,maize2
gene21775,Sobic.006G123000,Zm00001d025699,Pavagv31051771m,maize2
gene21776,Sobic.006G123100,Zm00001d025703,Pavagv31051770m,maize2
gene21777,Sobic.006G123200,Zm00001d025704,Pavagv31051768m,maize2
gene21778,Sobic.006G124000,Zm00001d025707,Pavagv31032829m,maize2
gene21779,Sobic.006G124200,Zm00001d025709,Pavagv31032830m,maize2
gene21780,Sobic.006G124400,Zm00001d025710,Pavagv31032833m,maize2
gene21781,Sobic.006G125000,Zm00001d025711,Pavagv31032839m,maize2
gene21782,Sobic.006G125500,Zm00001d025712,Pavagv31032843m,maize2
gene21783,Sobic.006G125900,Zm00001d025713,Pavagv31032860m,maize2
gene21784,Sobic.006G126100,Zm00001d025714,Pavagv31032862m,maize2
gene21785,Sobic.006G126200,Zm00001d025715,Pavagv31032863m,maize2
gene21786,Sobic.006G126400,Zm00001d025716,Pavagv31032865m,maize2
gene21787,Sobic.006G126500,Zm00001d025717,Pavagv31032867m,maize2
gene21788,Sobic.006G126600,Zm00001d025720,Pavagv31032869m,maize2
gene21789,Sobic.006G126700,Zm00001d025721,Pavagv31032870m,maize2
gene21790,Sobic.006G126800,Zm00001d025722,Pavagv31032872m,maize2
gene21791,Sobic.006G127000,Zm00001d025724,Pavagv31032873m,maize2
gene21792,Sobic.006G127350,Zm00001d025722,Pavagv31032872m,maize2
gene21793,Sobic.006G127400,Zm00001d025726,Pavagv31032877m,maize2
gene21794,Sobic.006G127750,Zm00001d025741,Pavagv31032908m,maize2
gene21795,Sobic.006G127800,Zm00001d025727,Pavagv31032879m,maize2
gene21796,Sobic.006G128100,Zm00001d025734,Pavagv31032883m,maize2
gene21797,Sobic.006G128200,Zm00001d025735,Pavagv31032886m,maize2
gene21798,Sobic.006G128500,Zm00001d025737,Pavagv31032891m,maize2
gene21799,Sobic.006G128700,Zm00001d025738,Pavagv31032895m,maize2
gene21800,Sobic.006G128900,Zm00001d025739,Pavagv31032901m,maize2
gene21801,Sobic.006G129000,Zm00001d025740,Pavagv31032906m,maize2
gene21802,Sobic.006G129200,Zm00001d025741,Pavagv31032908m,maize2
gene21803,Sobic.006G129300,Zm00001d025741,Pavagv31032908m,maize2
gene21804,Sobic.006G129466,Zm00001d025741,Pavagv31032908m,maize2
gene21805,Sobic.006G129900,Zm00001d025745,Pavagv31032914m,maize2
gene21806,Sobic.006G130200,Zm00001d025746,Pavagv31032922m,maize2
gene21807,Sobic.006G130300,Zm00001d025747,Pavagv31032923m,maize2
gene21808,Sobic.006G130700,Zm00001d025748,Pavagv31032937m,maize2
gene21809,Sobic.006G130800,Zm00001d025749,Pavagv31032939m,maize2
gene21810,Sobic.006G131000,Zm00001d025750,Pavagv31032941m,maize2
gene21811,Sobic.006G131400,Zm00001d025751,Pavagv31032945m,maize2
gene21812,Sobic.006G131900,Zm00001d025752,Pavagv31032954m,maize2
gene21813,Sobic.006G132100,Zm00001d025753,Pavagv31032958m,maize2
gene21814,Sobic.006G132200,Zm00001d025753,Pavagv31032958m,maize2
gene21815,Sobic.006G132300,Zm00001d025753,Pavagv31032958m,maize2
gene21816,Sobic.006G132400,Zm00001d025753,Pavagv31032958m,maize2
gene21817,Sobic.006G132500,Zm00001d025753,Pavagv31032959m,maize2
gene21818,Sobic.006G132700,Zm00001d025753,Pavagv31032965m,maize2
gene21819,Sobic.006G132800,Zm00001d025754,Pavagv31032966m,maize2
gene21820,Sobic.006G132900,Zm00001d025754,Pavagv31032968m,maize2
gene21821,Sobic.006G133000,Zm00001d025754,Pavagv31032968m,maize2
gene21822,Sobic.006G133100,Zm00001d025754,Pavagv31032970m,maize2
gene21823,Sobic.006G133200,Zm00001d025754,Pavagv31032971m,maize2
gene21824,Sobic.006G133300,Zm00001d025754,Pavagv31032972m,maize2
gene21825,Sobic.006G133800,Zm00001d025756,Pavagv31032979m,maize2
gene21826,Sobic.006G133900,Zm00001d025757,Pavagv31032980m,maize2
gene21827,Sobic.006G134001,Zm00001d025759,Pavagv31032984m,maize2
gene21828,Sobic.006G134100,Zm00001d025761,Pavagv31032987m,maize2
gene21829,Sobic.006G134200,Zm00001d025762,Pavagv31032987m,maize2
gene21830,Sobic.006G134400,Zm00001d025763,Pavagv31032989m,maize2
gene21831,Sobic.006G134700,Zm00001d025764,Pavagv31032994m,maize2
gene21832,Sobic.006G134800,Zm00001d025765,Pavagv31032995m,maize2
gene21833,Sobic.006G135000,Zm00001d025767,Pavagv31032999m,maize2
gene21834,Sobic.006G135100,Zm00001d025770,Pavagv31033000m,maize2
gene21835,Sobic.006G135300,Zm00001d025771,Pavagv31033002m,maize2
gene21836,Sobic.006G135600,Zm00001d025773,Pavagv31033009m,maize2
gene21837,Sobic.006G135800,Zm00001d025774,Pavagv31033011m,maize2
gene21838,Sobic.006G135900,Zm00001d025776,Pavagv31033012m,maize2
gene21839,Sobic.006G136400,Zm00001d025777,Pavagv31033027m,maize2
gene21840,Sobic.006G136600,Zm00001d025778,Pavagv31033031m,maize2
gene21841,Sobic.006G137000,Zm00001d025780,Pavagv31033037m,maize2
gene21842,Sobic.006G137300,Zm00001d025786,Pavagv31033039m,maize2
gene21843,Sobic.006G137500,Zm00001d025788,Pavagv31033044m,maize2
gene21844,Sobic.006G137600,Zm00001d025789,Pavagv31033045m,maize2
gene21845,Sobic.006G137700,Zm00001d025793,Pavagv31033046m,maize2
gene21846,Sobic.006G137800,Zm00001d025794,Pavagv31033047m,maize2
gene21847,Sobic.006G138300,Zm00001d025798,Pavagv31033053m,maize2
gene21848,Sobic.006G138500,Zm00001d025799,Pavagv31033055m,maize2
gene21849,Sobic.006G139100,Zm00001d025801,Pavagv31033068m,maize2
gene21850,Sobic.006G139600,Zm00001d025807,Pavagv31033071m,maize2
gene21851,Sobic.006G139700,Zm00001d025812,Pavagv31033072m,maize2
gene21852,Sobic.006G140200,Zm00001d025814,Pavagv31033081m,maize2
gene21853,Sobic.006G140300,Zm00001d025815,Pavagv31033082m,maize2
gene21854,Sobic.006G140400,Zm00001d025816,Pavagv31033082m,maize2
gene21855,Sobic.006G140600,Zm00001d025817,Pavagv31033088m,maize2
gene21856,Sobic.006G140801,Zm00001d025818,Pavagv31033089m,maize2
gene21857,Sobic.006G140900,Zm00001d025819,Pavagv31033090m,maize2
gene21858,Sobic.006G141000,Zm00001d025820,Pavagv31033091m,maize2
gene21859,Sobic.006G141400,Zm00001d025821,Pavagv31033095m,maize2
gene21860,Sobic.006G141500,Zm00001d025822,Pavagv31033096m,maize2
gene21861,Sobic.006G142000,Zm00001d025823,Pavagv31033100m,maize2
gene21862,Sobic.006G142200,Zm00001d025824,Pavagv31033101m,maize2
gene21863,Sobic.006G142332,Zm00001d025825,Pavagv31033104m,maize2
gene21864,Sobic.006G142600,Zm00001d025827,Pavagv31033112m,maize2
gene21865,Sobic.006G142775,Zm00001d025830,Pavagv31033120m,maize2
gene21866,Sobic.006G143100,Zm00001d025831,Pavagv31033128m,maize2
gene21867,Sobic.006G143600,Zm00001d025833,Pavagv31033135m,maize2
gene21868,Sobic.006G143900,Zm00001d025834,Pavagv31033137m,maize2
gene21869,Sobic.006G144000,Zm00001d025837,Pavagv31033138m,maize2
gene21870,Sobic.006G144800,Zm00001d025842,Pavagv31033146m,maize2
gene21871,Sobic.006G144900,Zm00001d025844,Pavagv31033147m,maize2
gene21872,Sobic.006G145200,Zm00001d025845,Pavagv31033148m,maize2
gene21873,Sobic.006G146000,Zm00001d025846,Pavagv31033149m,maize2
gene21874,Sobic.006G146100,Zm00001d025847,Pavagv31033153m,maize2
gene21875,Sobic.006G146200,Zm00001d025847,Pavagv31033153m,maize2
gene21876,Sobic.006G146300,Zm00001d025848,Pavagv31033154m,maize2
gene21877,Sobic.006G146800,Zm00001d025853,Pavagv31033161m,maize2
gene21878,Sobic.006G147000,Zm00001d025857,Pavagv31033166m,maize2
gene21879,Sobic.006G147200,Zm00001d025859,Pavagv31033167m,maize2
gene21880,Sobic.006G147300,Zm00001d025860,Pavagv31033168m,maize2
gene21881,Sobic.006G147400,Zm00001d025861,Pavagv31033170m,maize2
gene21882,Sobic.006G147450,Zm00001d025862,Pavagv31033173m,maize2
gene21883,Sobic.006G147500,Zm00001d025863,Pavagv31033171m,maize2
gene21884,Sobic.006G147600,Zm00001d025862,Pavagv31033173m,maize2
gene21885,Sobic.006G147700,Zm00001d025862,Pavagv31033174m,maize2
gene21886,Sobic.006G148000,Zm00001d025864,Pavagv31033177m,maize2
gene21887,Sobic.006G148200,Zm00001d025865,Pavagv31033179m,maize2
gene21888,Sobic.006G149101,Zm00001d025867,Pavagv31033193m,maize2
gene21889,Sobic.006G149200,Zm00001d025866,Pavagv31033197m,maize2
gene21890,Sobic.006G149300,Zm00001d025868,Pavagv31033199m,maize2
gene21891,Sobic.006G149400,Zm00001d025869,Pavagv31033200m,maize2
gene21892,Sobic.006G149500,Zm00001d025870,Pavagv31033201m,maize2
gene21893,Sobic.006G149600,Zm00001d025871,Pavagv31033203m,maize2
gene21894,Sobic.006G149700,Zm00001d025872,Pavagv31033206m,maize2
gene21895,Sobic.006G150700,Zm00001d025873,Pavagv31033215m,maize2
gene21896,Sobic.006G151001,Zm00001d025874,Pavagv31033218m,maize2
gene21897,Sobic.006G151500,Zm00001d025885,Pavagv31033221m,maize2
gene21898,Sobic.006G151600,Zm00001d025886,Pavagv31033227m,maize2
gene21899,Sobic.006G152500,Zm00001d025887,Pavagv31033237m,maize2
gene21900,Sobic.006G152600,Zm00001d025887,Pavagv31033238m,maize2
gene21901,Sobic.006G152700,Zm00001d025888,Pavagv31033239m,maize2
gene21902,Sobic.006G152801,Zm00001d025888,Pavagv31033240m,maize2
gene21903,Sobic.006G152900,Zm00001d025889,Pavagv31033238m,maize2
gene21904,Sobic.006G153200,Zm00001d025891,Pavagv31033243m,maize2
gene21905,Sobic.006G153900,Zm00001d025894,Pavagv31033248m,maize2
gene21906,Sobic.006G154000,Zm00001d025896,Pavagv31033249m,maize2
gene21907,Sobic.006G154400,Zm00001d025900,Pavagv31033262m,maize2
gene21908,Sobic.006G154500,Zm00001d025901,Pavagv31033263m,maize2
gene21909,Sobic.006G154800,Zm00001d025903,Pavagv31033266m,maize2
gene21910,Sobic.006G154900,Zm00001d025904,Pavagv31033267m,maize2
gene21911,Sobic.006G155000,Zm00001d025905,Pavagv31033268m,maize2
gene21912,Sobic.006G155600,Zm00001d025906,Pavagv31033275m,maize2
gene21913,Sobic.006G155800,Zm00001d025907,Pavagv31033280m,maize2
gene21914,Sobic.006G155900,Zm00001d025908,Pavagv31033281m,maize2
gene21915,Sobic.006G156100,Zm00001d025910,Pavagv31033282m,maize2
gene21916,Sobic.006G156300,Zm00001d025911,Pavagv31033284m,maize2
gene21917,Sobic.006G156500,Zm00001d025912,Pavagv31033286m,maize2
gene21918,Sobic.006G157400,Zm00001d025915,Pavagv31033294m,maize2
gene21919,Sobic.006G157500,Zm00001d025916,Pavagv31033295m,maize2
gene21920,Sobic.006G157800,Zm00001d025917,Pavagv31033298m,maize2
gene21921,Sobic.006G158000,Zm00001d025918,Pavagv31033301m,maize2
gene21922,Sobic.006G158100,Zm00001d025919,Pavagv31033304m,maize2
gene21923,Sobic.006G158200,Zm00001d025920,Pavagv31033306m,maize2
gene21924,Sobic.006G158266,Zm00001d025921,Pavagv31033307m,maize2
gene21925,Sobic.006G158332,Zm00001d025921,Pavagv31033308m,maize2
gene21926,Sobic.006G158400,Zm00001d025922,Pavagv31033312m,maize2
gene21927,Sobic.006G158500,Zm00001d025922,Pavagv31033312m,maize2
gene21928,Sobic.006G158600,Zm00001d025922,Pavagv31033314m,maize2
gene21929,Sobic.006G158700,Zm00001d025923,Pavagv31033315m,maize2
gene21930,Sobic.006G158800,Zm00001d025924,Pavagv31033318m,maize2
gene21931,Sobic.006G159000,Zm00001d025926,Pavagv31033319m,maize2
gene21932,Sobic.006G159200,Zm00001d025930,Pavagv31033322m,maize2
gene21933,Sobic.006G159300,Zm00001d025932,Pavagv31033323m,maize2
gene21934,Sobic.006G159800,Zm00001d025933,Pavagv31033329m,maize2
gene21935,Sobic.006G160100,Zm00001d025938,Pavagv31033334m,maize2
gene21936,Sobic.006G160200,Zm00001d025939,Pavagv31033335m,maize2
gene21937,Sobic.006G160300,Zm00001d025940,Pavagv31033338m,maize2
gene21938,Sobic.006G160600,Zm00001d025941,Pavagv31033341m,maize2
gene21939,Sobic.006G160700,Zm00001d025943,Pavagv31033343m,maize2
gene21940,Sobic.006G160800,Zm00001d025944,Pavagv31033345m,maize2
gene21941,Sobic.006G161100,Zm00001d025947,Pavagv31033348m,maize2
gene21942,Sobic.006G161500,Zm00001d025948,Pavagv31033352m,maize2
gene21943,Sobic.006G161800,Zm00001d025949,Pavagv31033356m,maize2
gene21944,Sobic.006G161900,Zm00001d025950,Pavagv31033359m,maize2
gene21945,Sobic.006G162000,Zm00001d025951,Pavagv31033361m,maize2
gene21946,Sobic.006G162200,Zm00001d025952,Pavagv31033363m,maize2
gene21947,Sobic.006G162800,Zm00001d025953,Pavagv31033367m,maize2
gene21948,Sobic.006G163000,Zm00001d025955,Pavagv31033368m,maize2
gene21949,Sobic.006G163100,Zm00001d025957,Pavagv31033370m,maize2
gene21950,Sobic.006G163300,Zm00001d025958,Pavagv31033373m,maize2
gene21951,Sobic.006G163401,Zm00001d025959,Pavagv31033375m,maize2
gene21952,Sobic.006G163600,Zm00001d025960,Pavagv31033376m,maize2
gene21953,Sobic.006G163800,Zm00001d025963,Pavagv31033378m,maize2
gene21954,Sobic.006G163900,Zm00001d025964,Pavagv31033380m,maize2
